Date,Portfolio_Value,Portfolio_Returns,AAPL_Price,AAPL_Returns,MSFT_Price,MSFT_Returns,GOOGL_Price,GOOGL_Returns,TSLA_Price,TSLA_Returns,JNJ_Price,JNJ_Returns
2020-09-21,100.0,0.0,107.07677459716795,,194.20050048828125,,71.0171890258789,,149.79666137695312,,125.81217956542967,
2020-09-22,99.96884338967972,-0.0003115661032026,108.7595672607422,0.0157157578747122,198.8795623779297,0.0240939744124437,72.49101257324219,0.020753053839208,141.41000366210938,-0.0559869468234628,125.04048919677734,-0.0061336698189146
2020-09-23,95.74545167478912,-0.0422470799069643,104.19754028320312,-0.041945983166722,192.33078002929688,-0.0329283827374288,69.98680114746094,-0.0345451296221182,126.7866668701172,-0.1034109073848393,125.23992919921876,0.0015950033762868
2020-09-24,96.77785529422889,0.0107827954370765,105.26750946044922,0.0102686606069393,194.82371520996097,0.0129617068068061,70.65567779541016,0.009557182739927,129.26333618164062,0.0195341463945935,125.43934631347656,0.0015922806371169
2020-09-25,99.27368040086748,0.0257892169551667,109.2167510986328,0.0375162446459074,199.2631378173828,0.0227868696715773,71.46013641357422,0.011385618866943,135.77999877929688,0.0504138512137659,126.29779052734376,0.0068435003776399
2020-09-28,101.0459971194072,0.0178528358310388,111.82362365722656,0.0238687978938276,200.81640625,0.0077950615935833,72.43342590332031,0.0136200340300667,140.39999389648438,0.0340255940397897,127.55504608154295,0.0099546915979265
2020-09-29,100.67559585335276,-0.0036656698594076,110.97736358642578,-0.0075678111934095,198.7261199951172,-0.0104089416493221,72.79890441894531,0.0050457162707286,139.69000244140625,-0.0050569194155491,127.51162719726562,-0.000340393309486
2020-09-30,101.99841221311794,0.0131393943939702,112.65045166015624,0.0150759399904785,201.66976928710935,0.0148125937952419,72.77804565429688,-0.0002865258044049,143.00332641601562,0.023719120314277,129.08969116210938,0.0123758436742589
2020-10-01,103.38486350378513,0.0135928713063719,113.6037139892578,0.0084621261171446,203.71206665039065,0.0101269385614941,73.88540649414062,0.0152155891229042,149.3866729736328,0.044637748768495,127.7370834350586,-0.0104780460381781
2020-10-02,99.9809807303776,-0.0329243823326506,109.9365463256836,-0.0322803501294066,197.70021057128903,-0.029511536444324,72.28146362304688,-0.0217085206294553,138.3633270263672,-0.0737906918190171,126.80066680908205,-0.0073308126410498
