Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-09-21,101.68791722586772,107.18377414626174,100.28720125318382,107.07677459716795,195713800,0.0,0.0
2020-09-22,109.60583435939168,109.78092384803476,106.18187120745132,108.7595672607422,183055400,0.0,0.0
2020-09-23,108.574770672038,109.05140034753936,103.8570830937395,104.19754028320312,150718700,0.0,0.0
2020-09-24,102.30071754136084,107.242125181147,102.1353573153781,105.26750946044922,167743300,0.0,0.0
2020-09-25,105.471789131678,109.37238950555708,104.7325215412831,109.2167510986328,149981400,0.0,0.0
2020-09-28,111.87226250974926,112.17380261589848,109.70309881693416,111.82362365722656,137672400,0.0,0.0
2020-09-29,111.42482027829774,112.16408041867876,110.47155362609944,110.97736358642578,99382200,0.0,0.0
2020-09-30,110.68556487153248,114.06089699323232,110.5202046183868,112.65045166015624,142675200,0.0,0.0
2020-10-01,114.430522644009,114.50834184995564,112.66990578164196,113.6037139892578,116120400,0.0,0.0
2020-10-02,109.81009570192602,112.2224387565664,109.15837665285366,109.9365463256836,144712000,0.0,0.0
2020-10-05,110.80228919258478,113.46753391146844,110.4521101876222,113.32162475585938,106243800,0.0,0.0
2020-10-06,112.5434428788478,112.95198998188178,109.18756954507072,110.07274627685548,161498200,0.0,0.0
2020-10-07,111.49291934511136,112.39754721573829,111.01628226939263,111.94036865234376,96849000,0.0,0.0
2020-10-08,113.07842855908564,113.22433769308869,111.46371367294668,111.8333511352539,83477200,0.0,0.0
2020-10-09,112.134890487853,113.8079660479228,111.78471153708271,113.7787857055664,100506900,0.0,0.0
2020-10-12,116.78448940909738,121.76480690611336,116.02577075981998,121.00608825683594,240226800,0.0,0.0
2020-10-13,121.85237465945384,121.96910348541796,116.38570451532448,117.796142578125,262330500,0.0,0.0
2020-10-14,117.69885586154554,119.67347184273213,116.35650794568298,117.88367462158205,150712000,0.0,0.0
2020-10-15,115.48106448900047,117.89340060422654,114.92661561063214,117.4167709350586,112559200,0.0,0.0
2020-10-16,117.97122507402564,118.23386306147653,115.56861068687554,115.77288055419922,115393800,0.0,0.0
2020-10-19,116.68722375774855,117.1346730450766,112.50454176511802,112.81581115722656,120639300,0.0,0.0
2020-10-20,113.02978907969988,115.73395040729928,112.47534031056462,114.3040542602539,124423700,0.0,0.0
2020-10-21,113.4869857975519,115.47133103249566,113.27298669065874,113.68153381347656,89946000,0.0,0.0
2020-10-22,114.24569636322538,114.81960369273568,111.46372301440654,112.59207916259766,101988000,0.0,0.0
2020-10-23,113.21463402999636,113.37027245377988,111.16219869915412,111.9014663696289,82572600,0.0,0.0
2020-10-26,110.89955125203169,113.37025519408712,109.80037545983436,111.9111785888672,111850700,0.0,0.0
2020-10-27,112.3391745749253,114.08034029540528,111.41509565044464,113.41889190673828,92276800,0.0,0.0
2020-10-28,111.9111991601691,112.2808292964538,108.06895894073496,108.16622924804688,143937800,0.0,0.0
2020-10-29,109.30429841508608,113.73988906858683,109.138930754146,112.17381286621094,146129200,0.0,0.0
2020-10-30,108.03002105163316,108.93464877317764,104.78114762621875,105.89004516601562,190272600,0.0,0.0
2020-11-02,106.1332257311281,107.66039217853414,104.39206020859244,105.80249786376952,122866900,0.0,0.0
2020-11-03,106.66822232934804,108.44829000986326,105.76359460724328,107.42694091796876,107624400,0.0,0.0
2020-11-04,111.02601994719268,112.4364579265143,109.28485402450514,111.8139190673828,138235500,0.0,0.0
2020-11-05,114.7320709410606,116.35651544029348,113.68154127114308,115.78260803222656,126387100,0.0,0.0
2020-11-06,115.2905176092489,116.14798328794188,113.15658830155392,115.65104675292967,114457900,0.205,0.0
2020-11-09,117.41471118065078,118.86655905479424,113.0786522061061,113.34173583984376,154515300,0.0,0.0
2020-11-10,112.5914649825652,114.57922635490723,111.2078169609619,113.0007095336914,138023400,0.0,0.0
2020-11-11,114.189458754038,116.56697971266742,113.4586618235716,116.4305648803711,112295000,0.0,0.0
2020-11-12,116.55724363092018,117.44394006005354,115.5341249324846,116.1577377319336,103162300,0.0,0.0
2020-11-13,116.38184296677532,116.60594984971524,114.85204177616872,116.20645141601562,81581900,0.0,0.0
2020-11-16,115.87516977446028,117.89216918384535,115.12488813037272,117.21984100341795,91183000,0.0,0.0
2020-11-17,116.48905971934391,117.58037862156884,115.9141621398769,116.3331527709961,74271000,0.0,0.0
2020-11-18,115.57310124972858,116.75211942679816,114.97871914080206,115.00794982910156,76322100,0.0,0.0
2020-11-19,114.579214364051,116.01157757714591,113.81918672462538,115.60233306884766,74113000,0.0,0.0
2020-11-20,115.60233477250766,115.72900356959502,114.28690172841968,114.33561706542967,73604300,0.0,0.0
2020-11-23,114.17973059273324,114.60846723797194,110.83755181002276,110.93498992919922,127959300,0.0,0.0
2020-11-24,110.99343509676294,112.8837579949502,109.70722543512056,112.2211685180664,113874200,0.0,0.0
2020-11-25,112.59146004070324,113.7607322594712,112.22118480532058,113.05916595458984,76499200,0.0,0.0
2020-11-27,113.58533560344574,114.48177809334692,113.24429850772805,113.60482025146484,46691300,0.0,0.0
2020-11-30,113.97510085734368,117.87268484188316,113.8191939296174,116.00184631347656,169410200,0.0,0.0
2020-12-01,117.91166455593012,120.30867787495882,116.93726853515172,119.577880859375,127728200,0.0,0.0
2020-12-02,118.89579275045068,120.21123325455888,117.79472798281289,119.92865753173828,89004200,0.0,0.0
2020-12-03,120.3573879750848,120.61073301099076,119.08093162233982,119.79224395751952,78967600,0.0,0.0
2020-12-04,119.46094830759232,119.71429334953903,118.40859884170744,119.11991119384766,78260400,0.0,0.0
2020-12-07,119.1783495831068,121.38048620338768,119.11988821318656,120.58148193359376,86712000,0.0,0.0
2020-12-08,121.18564255631568,121.78002475694832,119.93840933537945,121.19538116455078,82225500,0.0,0.0
2020-12-09,121.3415148761349,122.72515520882725,117.90189869056084,118.66192626953124,115089200,0.0,0.0
2020-12-10,117.41472863801997,120.69844613179018,117.07369149393158,120.0845718383789,81312200,0.0,0.0
2020-12-11,119.29528725882004,119.61683968170227,117.46342569030536,119.27580261230467,86939800,0.0,0.0
2020-12-14,119.4609305748656,120.19172746757567,118.42807334539812,118.66192626953124,79184500,0.0,0.0
2020-12-15,121.15639591100933,124.62525075019607,120.95177364167792,124.6057586669922,157243700,0.0,0.0
2020-12-16,124.14779181691584,125.0832036047306,123.31954931044656,124.53754425048828,98208600,0.0,0.0
2020-12-17,125.59963849451056,126.2622355061444,124.76165733950788,125.4047622680664,94359800,0.0,0.0
2020-12-18,125.65809803446096,125.79451286164254,122.89080989581198,123.41698455810548,192541500,0.0,0.0
2020-12-21,121.8189749541549,125.02473843111304,120.28917365326492,124.94678497314452,121251600,0.0,0.0
2020-12-22,128.2402506072199,130.96856222026736,126.33042801765606,128.5033416748047,168904800,0.0,0.0
2020-12-23,128.77615987072127,129.03923604675438,127.4314888319266,127.6068878173828,88223700,0.0,0.0
2020-12-24,127.95768251910688,130.04288924480903,127.74331422195132,128.59103393554688,54930100,0.0,0.0
2020-12-28,130.5593044830477,133.82352163941158,130.09158377292042,133.19017028808594,124486200,0.0,0.0
2020-12-29,134.5153498347467,135.236393246922,130.9003346955004,131.41676330566406,121047300,0.0,0.0
2020-12-30,132.10861128309938,132.50811721089653,129.9844202745973,130.29623413085938,96452100,0.0,0.0
2020-12-31,130.64699691249126,131.29010173967114,128.34742211950626,129.29258728027344,99116600,0.0,0.0
