Date,Close,High,Low,Open,Volume
2015-01-02,68.54855346679688,69.20180715313839,68.26547539265218,68.90421466856422,3545700
2015-01-05,68.033203125,68.99131476638053,68.02594315122981,68.55580494396784,6441000
2015-01-06,67.51786804199219,68.67922049159586,67.45980484970312,68.28726487051546,6195000
2015-01-07,69.49212646484375,69.84779310845364,68.54127501255974,69.04936230666505,6526300
2015-01-08,70.7551040649414,71.0672164499735,70.17442805724644,70.21797681961569,7131600
2015-01-09,70.27603912353516,70.89300386440028,70.10909298677252,70.80590634759919,4061500
2015-01-12,69.98572540283203,70.65349910585677,69.81878474594497,70.37042100266719,4192700
2015-01-13,69.93489074707031,70.76235036335878,69.55019528974591,70.16716001589276,5371300
2015-01-14,70.16718292236328,70.26154597776711,69.28891428985844,69.28891428985844,5127800
2015-01-15,70.16718292236328,70.6389815861685,69.95668796350441,70.50832973369532,4424000
2015-01-16,70.61720275878906,70.71882024457257,69.92764920498657,70.1599240727633,4404400
2015-01-20,70.77688598632812,71.3720764656424,70.28331298852576,71.3720764656424,7029500
2015-01-21,70.69705200195312,71.29224255799403,70.11637585754038,70.42122834137491,5031100
2015-01-22,71.78581237792969,71.85839550826925,70.43574511020984,70.75511752898937,7620400
2015-01-23,71.5172348022461,71.85112156709563,71.205122418492,71.39384295088064,4857700
2015-01-26,71.63339233398438,71.82210738162982,70.89302994241471,71.27047111318232,4298700
2015-01-27,70.2034683227539,71.16883991329588,69.13647925296932,70.87850188500104,7365300
2015-01-28,69.47763061523438,70.96560410981758,69.43408184631845,70.55913416596853,6280100
2015-01-29,69.7026596069336,70.02929207902872,68.86068512352719,69.47765018716571,4600300
2015-01-30,68.06950378417969,69.19456179196898,67.9098175598237,69.034875567613,7741500
2015-02-02,69.1945571899414,69.27440029680916,67.9388474037161,68.12756797792514,6889500
2015-02-03,69.82603454589844,70.08733824498772,69.37601581570748,69.6953826963538,5090400
2015-02-04,70.11634826660156,70.60266116198262,69.70261847627597,69.70261847627597,5064700
2015-02-05,70.1236343383789,70.57365861759882,69.97846807423726,70.57365861759882,4466200
2015-02-06,70.19622802734375,70.45027179666658,69.9349242824006,70.17445363822164,4629200
2015-02-09,69.65906524658203,70.34135857329858,69.38324171225717,70.10182935803823,4217100
2015-02-10,71.12529754638672,71.2051406560112,69.95669080123382,70.21074007971436,6797400
2015-02-11,72.87457275390625,73.13587644187236,72.00355861477333,72.62052903997743,9736400
2015-02-12,72.78020477294922,72.94715093806859,72.134205570845,72.62052411911245,9062300
2015-02-13,71.9527587890625,72.69312117596516,71.81485249168912,72.69312117596516,5643000
2015-02-17,71.39385986328125,71.64790359913634,71.13255615276225,71.45918302204194,5877800
2015-02-18,72.09793090820312,72.21406281900165,71.24869658229606,71.30675976882615,3472500
2015-02-19,71.65515899658203,72.29389828275008,71.51724717546823,72.0761488963858,4186300
2015-02-20,71.9019546508789,71.9092146262815,71.00917149721512,71.29224962279034,3945500
2015-02-23,72.18501281738281,72.20679273756843,71.66966546106603,71.97452342855613,3075700
2015-02-24,72.27937316894531,72.56245120571705,71.96000080428513,72.18501013153012,3389900
2015-02-25,72.22130584716797,72.45357515200114,71.79306156608749,72.3519576772452,3366100
2015-02-26,71.9091796875,72.1196745699915,71.8438565538316,71.96724838702924,5722000
2015-02-27,71.84386444091797,72.1269424600296,71.83660446824581,72.0180650208936,6461700
2015-03-02,71.8583755493164,72.07613041759068,71.66240059805861,71.84386114237508,3613600
2015-03-03,71.42288970947266,71.8220996869424,71.21965473363531,71.72774217322869,4148100
2015-03-04,71.14159393310547,71.49963860066758,70.96622591274733,71.4046487510671,3884200
2015-03-05,71.04658508300781,71.48500780407707,71.03196783322534,71.39001240503303,3537200
2015-03-06,70.27201080322266,70.98810530043426,70.10395150658081,70.87849826032031,6466100
2015-03-09,70.17704010009766,70.51316435966986,70.12589087744205,70.14781117645914,4810500
2015-03-10,69.00059509277344,69.85552011293419,69.00059509277344,69.69476383737988,5390300
2015-03-11,68.416015625,69.14672178362378,68.28448829345389,69.02250307462067,4637300
2015-03-12,69.93588256835938,69.9724201045546,68.56946010739952,68.65714684936087,4455000
2015-03-13,68.92021179199219,69.84820625656447,68.64254542991968,69.33671412252401,4703800
2015-03-16,69.74590301513672,69.80436084780484,69.0371226997073,69.09557495752965,4687400
2015-03-17,68.7813949584961,69.62901710196694,68.73024573086235,69.37327096379822,4507400
2015-03-18,69.154052734375,69.45364503206788,67.4003562724817,68.67909246294698,7692100
2015-03-19,68.75949096679688,69.11023259294244,68.46720720748375,69.00062548634388,4386400
2015-03-20,69.66553497314453,69.76783898254533,68.7594607350157,68.83253024900492,8810400
2015-03-23,70.03819274902344,70.23548655787816,69.66553100162271,69.76052638175507,4739400
2015-03-24,70.04550170898438,70.99542206579432,70.00896416647389,70.66660090773875,7118600
2015-03-25,69.60710144042969,70.4693353171899,69.5851811378181,70.46202669137001,4965600
2015-03-26,69.87744903564453,70.1332007282412,69.2636583530459,69.59978261849476,5077700
2015-03-27,70.11125183105469,70.26470502616107,69.54861055676453,69.6216800557204,4245600
2015-03-30,70.52776336669922,70.64467904025427,69.8189830014448,70.3523954312128,5021200
2015-03-31,69.8701400756836,70.57892052067966,69.8701400756836,70.30856275114766,4397600
2015-04-01,69.48285675048828,69.62169272616296,68.8106083179992,69.534011541397,4241200
2015-04-02,69.9212875366211,70.09665548742746,69.25634212859177,69.25634212859177,3586200
2015-04-06,70.49855041503906,70.94427615534325,69.8043760443846,69.8043760443846,4861800
2015-04-07,70.30125427246094,70.78352311886191,70.28664259901551,70.63737851017368,3376600
2015-04-08,70.16971588134766,70.58621819465283,69.92127844790235,70.22086509263616,3879100
2015-04-09,70.40353393554688,70.60813075830069,69.88473325646535,70.02356920398199,3487000
2015-04-10,70.29395294189453,70.52777876521027,70.25742096706708,70.35241079143532,2704900
2015-04-13,69.80436706542969,70.3523967521046,69.76783509789246,70.15510851783398,3772900
2015-04-14,70.505859375,70.73238215118123,69.70208344540991,69.90668034659494,4501700
2015-04-15,70.6081771850586,71.09775484695305,70.51318733342033,70.68855535754057,3508700
2015-04-16,70.47663879394531,70.82007173652988,70.30127079714507,70.53509665116144,3699000
2015-04-17,70.00894927978516,70.23547196045915,69.68013376649513,70.03086957069182,4991600
2015-04-20,70.5131607055664,70.83467327408165,70.32317549918496,70.3377927476703,4468600
2015-04-21,70.71775817871094,71.2877082277887,70.54239021934399,71.02465350131482,4184300
2015-04-22,71.08309173583984,71.3461463897429,70.64466917094985,71.06117144382215,5293600
2015-04-23,69.95053100585938,71.20003836806436,69.74592851671105,70.63739127889008,7827700
2015-04-24,69.54133605957031,69.9359182373749,69.05907266993012,69.9359182373749,5381700
