Date,Close,High,Low,Open,Volume
2015-01-02,29.992595672607425,30.177648806421423,29.750604992662172,30.078003349334836,9921100
2015-01-05,29.992595672607425,30.583338664703007,29.949893191774255,30.384050465590917,26292600
2015-01-06,30.220361709594727,30.56199524938739,30.063781367436857,30.18477539160712,16897500
2015-01-07,30.597576141357425,30.682983824815707,30.30576406740208,30.46234436789872,13412300
2015-01-08,30.96767807006836,31.010383270792733,30.67586598610531,30.73280625373781,21743600
2015-01-09,30.62604331970215,31.003265789227964,30.569105769528864,30.939209348369715,12733500
2015-01-12,30.348466873168945,30.747040591966357,30.220353989093397,30.654514016787054,11415800
2015-01-13,30.34135627746582,30.77551638500547,30.21324336982914,30.483704254291226,12529500
2015-01-14,30.291526794433594,30.31999421013848,29.942774480202957,29.94989337042501,13447600
2015-01-15,30.163421630859375,30.505055142189953,30.013954763664536,30.483703896188604,11193100
2015-01-16,30.270179748535156,30.312884954432366,30.063778041019617,30.149185737752312,15114900
2015-01-20,30.718576431274418,30.839573163119997,30.327121527184556,30.391177981676485,17047300
2015-01-21,30.860925674438477,30.910747061633938,30.433881721969165,30.526408318930145,10720600
2015-01-22,31.159849166870117,31.195438193688307,30.65451648076585,30.868037066367215,14709100
2015-01-23,30.82532501220703,31.138488259567108,30.73279845830446,31.031726642367165,12357700
2015-01-26,30.604698181152344,30.76839740375574,30.483704165991416,30.732811088417925,11151900
2015-01-27,30.170530319213867,30.34846456522486,29.999714963477548,30.277291952844912,15274000
2015-01-28,29.83600425720215,30.462333378420457,29.82177191097793,30.312869307523233,14278500
2015-01-29,29.964130401611328,29.999719428158933,29.51573798977604,29.729258573754016,13657900
2015-01-30,29.302217483520508,29.843139243885403,29.259514991691873,29.771966614129816,19193700
2015-02-02,29.60114288330078,29.62961301582407,29.1100453150498,29.330682054452097,15197500
2015-02-03,29.629621505737305,29.786201849358537,29.444568306373053,29.715029212718164,13193100
2015-02-04,29.66520118713379,29.957013276172187,29.622495985666664,29.72925763180375,16400000
2015-02-05,29.743492126464844,29.76484336925672,29.544203905182226,29.750608302375007,11078500
2015-02-06,29.501508712768555,29.722145516326044,29.40898211269428,29.62962163131384,12366400
2015-02-09,29.34491729736328,29.501500312122687,29.209688239655527,29.451678937437656,13371100
2015-02-10,30.177656173706055,30.626048622287044,30.03530820103483,30.540640924709013,32184200
2015-02-11,30.15630149841309,30.241711909028936,29.67943892358553,29.96413214711996,20496300
2015-02-12,30.013952255249023,30.36270462947428,29.94277963115158,30.17765417778398,13818200
2015-02-13,29.88584327697754,30.056658667706703,29.72214134785804,29.907194522053263,10792100
2015-02-17,29.757720947265625,29.807542313363538,29.63672426169868,29.757720947265625,12804200
2015-02-18,29.700788497924805,29.75060987711723,29.51573804879031,29.715023565560003,9789800
2015-02-19,29.971250534057617,30.063777119802168,29.55844170155242,29.665203355493183,16578300
2015-02-20,29.871610641479492,29.9712534133639,29.636736066270323,29.921432027421694,15982400
2015-02-23,29.786195755004883,30.01395140372898,29.672317930642834,29.686552998070777,11830300
2015-02-24,29.98547744750977,30.127825375697796,29.72925171978349,29.78618926202216,12782700
2015-02-25,29.92853546142578,30.06376720717033,29.707898764786997,30.01394312738077,10323300
2015-02-26,30.220361709594727,30.28441816799723,29.87161199222935,29.921433380424407,14346500
2015-02-27,30.818218231201172,31.074444041101053,30.227477805098022,30.263064119792613,28312800
2015-03-02,30.747034072875977,30.81820667557821,30.661626406621146,30.81820667557821,13514600
2015-03-03,30.569114685058594,30.71857885229887,30.490823155057857,30.682992533679094,10036300
2015-03-04,30.248836517333984,30.59047010983991,30.227485266259375,30.54776489262825,16263000
2015-03-05,30.177656173706055,30.32712032323305,30.070894515437196,30.291534008830684,9223000
2015-03-06,29.55132293701172,30.035304353051387,29.41609387358294,29.978364085253116,18180500
2015-03-09,29.45880126953125,29.572679109047417,29.408979884434295,29.558444039725163,10123300
2015-03-10,28.960582733154297,29.287983875167527,28.95346655650825,29.25239484675228,14599100
2015-03-11,28.540651321411133,28.98904637132111,28.52641897130954,28.98904637132111,18549700
2015-03-12,29.114770889282227,29.114770889282227,28.720067860030277,28.777477865831695,17728700
2015-03-13,28.64112091064453,29.114764997415,28.425828641674265,29.02147067707832,17438400
2015-03-16,28.91383171081543,28.95688853069182,28.698539398662646,28.70571462277862,15238800
2015-03-17,29.07170867919922,29.229590971530733,28.935357532470203,29.186531417915766,21661800
2015-03-18,29.13629913330078,29.272653029284267,28.5621853906053,29.050182756294028,26247500
2015-03-19,28.720064163208008,29.078885550448103,28.677004611206826,29.050179182447312,16057600
2015-03-20,29.172182083129883,29.179357306877577,28.712888373163516,28.75594792842009,31608500
2015-03-23,29.150657653808594,29.38030319291327,29.06454126104203,29.16501084220148,17060500
2015-03-24,29.04300308227539,29.416177642247703,29.04300308227539,29.35876490797973,13485700
2015-03-25,29.028657913208008,29.20806865094404,28.877953550531487,29.12912748832569,22811300
2015-03-26,28.956886291503903,29.10759336218818,28.870769920820084,28.949711067942783,17359600
2015-03-27,28.763124465942383,29.0501799406728,28.68418332067477,29.0501799406728,14384400
2015-03-30,29.07170867919922,29.14347460189083,28.66265250142214,28.784653201202865,12561400
2015-03-31,29.100418090820312,29.35159474011725,28.95688896802068,29.07171171874232,16604800
2015-04-01,29.193716049194336,29.28701040121442,28.870776167271483,29.272657213396663,14300700
2015-04-02,29.193716049194336,29.33006722707703,29.05018690860744,29.229597649943397,14343100
2015-04-06,29.545352935791016,29.86111752170648,29.12912153288888,29.258297456656106,19843400
2015-04-07,29.430530548095703,29.688882398715545,29.401826916152444,29.459236917629035,9773400
2015-04-08,29.34441566467285,29.48794478202551,29.23677087985102,29.409003630602037,8954700
2015-04-09,29.459247589111328,29.48077874285593,29.157838812597564,29.279836820922352,12710900
2015-04-10,29.337238311767575,29.538177418925365,29.31570716629352,29.48794264213592,8720000
2015-04-13,29.20805931091309,29.40182317421787,29.20805931091309,29.40182317421787,9616300
2015-04-14,29.07170867919922,29.17218097096747,28.935357532470203,29.129121417352508,11209700
2015-04-15,28.992773056030273,29.287006523358535,28.9353603123612,29.12912421585888,11189100
