Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily_Return,Earnings_Window
2023-09-25 00:00:00-04:00,172.510285906062,175.25342159707597,172.46076787560256,174.37205505371094,46172700,0.0,0.0,,False
2023-09-26 00:00:00-04:00,173.1242507509963,173.50055447022797,169.99489916963813,170.2919921875,64588900,0.0,0.0,-0.0233986051546744,False
2023-09-27 00:00:00-04:00,170.94559986493434,171.3615240971404,167.41023633579258,168.77684020996094,66921800,0.0,0.0,-0.0088973765476347,False
2023-09-28 00:00:00-04:00,167.6974361884009,170.36134620682475,165.99411859544844,169.0343475341797,56294400,0.0,0.0,0.0015257266571551,False
2023-09-29 00:00:00-04:00,170.35142654777866,171.39124466953126,168.68771453081845,169.54928588867188,51861100,0.0,0.0,0.0030463533713942,False
2023-10-02 00:00:00-04:00,169.55919331240622,172.60931959526494,169.2719978061565,172.0646514892578,52164500,0.0,0.0,0.0148356012672183,True
2023-10-03 00:00:00-04:00,170.58908076573104,171.9458021063211,169.1630613901914,170.72772216796875,49594600,0.0,0.0,-0.0077699243262207,True
2023-10-04 00:00:00-04:00,169.43043127173715,172.5201776911012,169.31160010164683,171.9755096435547,53020300,0.0,0.0,0.0073086400951236,True
2023-10-05 00:00:00-04:00,172.10423261632292,173.74813426454526,171.00499899742474,173.21337890625,48527900,0.0,0.0,0.0071979392022794,True
2023-10-06 00:00:00-04:00,172.1141617663429,176.26352163595584,171.5001654241457,175.76837158203125,57266700,0.0,0.0,0.0147505504015605,True
2023-10-09 00:00:00-04:00,175.09493761742715,177.31321501974588,174.09474007424367,177.25379943847656,42390800,0.0,0.0,0.0084510531847992,True
2023-10-10 00:00:00-04:00,176.3724418317021,177.9767230488949,176.22388776036024,176.6596221923828,43698000,0.0,0.0,-0.0033521269951676,True
2023-10-11 00:00:00-04:00,176.4714678376734,178.10547200469523,175.87729686757618,178.0559539794922,47551100,0.0,0.0,0.0079040800030059,True
2023-10-12 00:00:00-04:00,178.3233466007442,180.57131695227565,177.30332359387822,178.95713806152344,56743100,0.0,0.0,0.0050612409295509,True
2023-10-13 00:00:00-04:00,179.6602366589199,180.1652842541005,176.41205364228972,177.11517333984375,51427100,0.0,0.0,-0.0102927703339021,True
2023-10-16 00:00:00-04:00,175.03554253225204,177.3429435766639,174.79786506856496,176.98643493652344,52517000,0.0,0.0,-0.0007268626447565,False
2023-10-17 00:00:00-04:00,174.93650583601004,176.6893412361662,173.1044597256959,175.43165588378906,57549400,0.0,0.0,-0.0087847356962244,False
2023-10-18 00:00:00-04:00,173.87689630601963,175.85749653944856,173.4114540423014,174.13436889648438,54764400,0.0,0.0,-0.0073948283778615,False
2023-10-19 00:00:00-04:00,174.33244800123364,176.114991459484,173.49070186176996,173.75808715820312,59302900,0.0,0.0,-0.0021608700262091,False
2023-10-20 00:00:00-04:00,173.60948564320893,173.718419244541,170.96538653172513,171.20306396484375,64244000,0.0,0.0,-0.0147044850409355,False
2023-10-23 00:00:00-04:00,169.25219112217718,172.32211231863303,168.2816861592976,171.32191467285156,55980100,0.0,0.0,0.0006942090010271,False
2023-10-24 00:00:00-04:00,171.3714282347356,171.98540943587548,169.78694209599936,171.7576446533203,43816600,0.0,0.0,0.0025433405953978,False
2023-10-25 00:00:00-04:00,170.2127862637829,171.38133313025827,168.99470625930118,169.4403533935547,57157000,0.0,0.0,-0.0134916338917134,False
2023-10-26 00:00:00-04:00,168.71740365821697,169.71761631425704,164.06299674951495,165.2711639404297,70625300,0.0,0.0,-0.024605646586686,False
2023-10-27 00:00:00-04:00,165.29099661436564,167.321114882013,165.2117707914918,166.58828735351562,58499100,0.0,0.0,0.0079694689725831,False
2023-10-30 00:00:00-04:00,167.38054373931297,169.50968312123874,167.2319896431063,168.63821411132812,51131000,0.0,0.0,0.0123053474549645,False
2023-10-31 00:00:00-04:00,167.70733154956028,169.24228464861295,166.27138428536674,169.11355590820312,44846000,0.0,0.0,0.0028187074879788,False
2023-11-01 00:00:00-04:00,169.34130885799144,172.53997379429074,168.46983997695696,172.28250122070312,56934900,0.0,0.0,0.0187385647205013,False
2023-11-02 00:00:00-04:00,173.81746191423957,176.05553449603235,173.7580463313888,175.8475799560547,77334800,0.0,0.0,0.0206932144012961,False
2023-11-03 00:00:00-04:00,172.5498813500308,175.10485722122257,171.66851493448934,174.93649291992188,79829200,0.0,0.0,-0.0051811178542263,False
2023-11-06 00:00:00-05:00,174.66912431484397,177.6895273209714,174.50077512285628,177.49147033691406,63841300,0.0,0.0,0.0146051711358003,False
2023-11-07 00:00:00-05:00,177.44195927584823,180.6703471747003,177.23400472320088,180.05636596679688,70530000,0.0,0.0,0.014450810650304,False
2023-11-08 00:00:00-05:00,180.5812114444328,181.67053238037917,179.8285737718667,181.115966796875,49340300,0.0,0.0,0.0058848284779529,False
2023-11-09 00:00:00-05:00,181.18530832204868,182.3340449245472,180.04645416963675,180.64064025878903,53763500,0.0,0.0,-0.002624431995104,False
2023-11-10 00:00:00-05:00,182.425536381392,185.00371491529177,181.98922784820692,184.8351287841797,66133400,0.24,0.0,0.0232200711832151,False
2023-11-13 00:00:00-05:00,184.26000678217753,184.46823531200093,182.6635224872163,183.24856567382812,43627500,0.0,0.0,-0.008583666539947,False
2023-11-14 00:00:00-05:00,186.1242211071054,186.53078271340215,184.7359804157126,185.8664093017578,60108400,0.0,0.0,0.0142857523512041,False
2023-11-15 00:00:00-05:00,186.2729495954029,187.909091303821,186.20353000343164,186.4315948486328,53790500,0.0,0.0,0.0030408159763684,False
2023-11-16 00:00:00-05:00,187.97853127837135,189.35686136039257,187.0662415372727,188.1173553466797,54412900,0.0,0.0,0.0090422468327622,False
2023-11-17 00:00:00-05:00,188.65279989002153,188.78171334674664,186.98691120628507,188.09750366210935,50922700,0.0,0.0,-0.0001055281929396,False
2023-11-20 00:00:00-05:00,188.2958266614519,190.29887250675844,188.2859160609316,189.8427276611328,46505100,0.0,0.0,0.009278294315689,False
2023-11-21 00:00:00-05:00,189.8030754431615,189.91215257469017,188.14709726863617,189.03953552246097,38134500,0.0,0.0,-0.0042308291108499,False
2023-11-22 00:00:00-05:00,189.88241519518988,191.31031344701395,189.2279523730899,189.70391845703125,39617700,0.0,0.0,0.0035145184457532,False
2023-11-24 00:00:00-05:00,189.26759079649733,189.2973377280717,187.66119596873028,188.37515258789065,24048300,0.0,0.0,-0.0070044197291665,False
2023-11-27 00:00:00-05:00,188.3255839995523,189.06928760823715,187.31414285514808,188.19667053222656,40552600,0.0,0.0,-0.0009474819434096,False
2023-11-28 00:00:00-05:00,188.18675406725092,189.47584330827428,187.80993940877175,188.80154418945312,38415400,0.0,0.0,0.0032140507880185,False
