Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Month,Daily_Return
2020-09-25 00:00:00-04:00,40.150001525878906,40.63999938964844,39.709999084472656,40.25,229025,0.0,0.0,9,
2020-09-28 00:00:00-04:00,40.06999969482422,40.79999923706055,39.779998779296875,40.599998474121094,226425,0.0,0.0,9,0.008695614263878104
2020-09-29 00:00:00-04:00,40.58000183105469,40.70000076293945,38.40999984741211,39.290000915527344,379599,0.0,0.0,9,-0.03226595093171636
2020-09-30 00:00:00-04:00,39.15999984741211,40.369998931884766,38.68000030517578,40.220001220703125,340294,0.0,0.0,9,0.02367015229078917
2020-10-01 00:00:00-04:00,39.900001525878906,40.470001220703125,37.61000061035156,38.720001220703125,443442,0.0,0.0,10,-0.03729487703814094
2020-10-02 00:00:00-04:00,38.599998474121094,38.650001525878906,36.630001068115234,37.04999923706055,391428,0.0,0.0,10,-0.0431302151599533
2020-10-05 00:00:00-04:00,37.0,39.720001220703125,37.0,39.220001220703125,378579,0.0,0.0,10,0.05856955542044817
2020-10-06 00:00:00-04:00,39.349998474121094,40.86000061035156,39.099998474121094,40.66999816894531,400531,0.0,0.0,10,0.03697085423538371
2020-10-07 00:00:00-04:00,39.83000183105469,40.349998474121094,39.279998779296875,39.95000076293945,433065,0.0,0.0,10,-0.017703403944474116
2020-10-08 00:00:00-04:00,39.9900016784668,41.33000183105469,39.7599983215332,41.189998626708984,409787,0.0,0.0,10,0.031038744432762222
2020-10-09 00:00:00-04:00,41.310001373291016,41.470001220703125,40.380001068115234,40.599998474121094,331703,0.0,0.0,10,-0.014323869197832795
2020-10-12 00:00:00-04:00,40.400001525878906,40.45000076293945,39.040000915527344,39.43000030517578,322035,0.0,0.0,10,-0.028817689973340332
2020-10-13 00:00:00-04:00,39.529998779296875,40.529998779296875,39.349998474121094,40.20000076293945,375470,0.0,0.0,10,0.01952828941932827
2020-10-14 00:00:00-04:00,40.189998626708984,41.15999984741211,39.81999969482422,41.040000915527344,328295,0.0,0.0,10,0.020895525787210767
2020-10-15 00:00:00-04:00,41.130001068115234,41.290000915527344,39.220001220703125,40.959999084472656,248251,0.0,0.0,10,-0.001949362311646996
2020-10-16 00:00:00-04:00,40.880001068115234,41.04999923706055,40.08000183105469,40.880001068115234,96488,0.0,0.0,10,-0.0019530766148807555
2020-10-19 00:00:00-04:00,40.689998626708984,41.220001220703125,40.540000915527344,40.83000183105469,75335,0.0,0.0,10,-0.001223073281657605
2020-10-20 00:00:00-04:00,40.650001525878906,41.70000076293945,40.25,41.459999084472656,360574,0.0,0.0,10,0.015429763045927691
2020-10-21 00:00:00-04:00,41.220001220703125,41.59000015258789,39.779998779296875,40.029998779296875,366899,0.0,0.0,10,-0.03449108385801525
2020-10-22 00:00:00-04:00,40.040000915527344,41.02000045776367,39.709999084472656,40.63999938964844,307494,0.0,0.0,10,0.015238586783746122
2020-10-23 00:00:00-04:00,40.61000061035156,40.91999816894531,39.56999969482422,39.849998474121094,268931,0.0,0.0,10,-0.01943899919763703
2020-10-26 00:00:00-04:00,39.689998626708984,39.7400016784668,38.279998779296875,38.560001373291016,360184,0.0,0.0,10,-0.032371321210157955
2020-10-27 00:00:00-04:00,38.59000015258789,39.83000183105469,38.5099983215332,39.56999969482422,339535,0.0,0.0,10,0.02619290159654364
2020-10-28 00:00:00-04:00,38.970001220703125,39.0099983215332,36.970001220703125,37.38999938964844,489954,0.0,0.0,10,-0.055092249734359444
2020-10-29 00:00:00-04:00,37.38999938964844,37.7599983215332,34.91999816894531,36.16999816894531,568816,0.0,0.0,10,-0.032629078379736165
2020-10-30 00:00:00-04:00,36.06999969482422,36.599998474121094,35.209999084472656,35.790000915527344,388971,0.0,0.0,10,-0.010505868749095648
2020-11-02 00:00:00-05:00,35.2400016784668,37.150001525878906,33.63999938964844,36.810001373291016,489204,0.0,0.0,11,0.02849959294974891
2020-11-03 00:00:00-05:00,37.029998779296875,38.31999969482422,36.56999969482422,37.65999984741211,410611,0.0,0.0,11,0.023091508894586665
2020-11-04 00:00:00-05:00,38.150001525878906,39.25,37.2599983215332,39.150001525878906,437000,0.0,0.0,11,0.039564569423894635
2020-11-05 00:00:00-05:00,39.16999816894531,39.349998474121094,38.27000045776367,38.790000915527344,298366,0.0,0.0,11,-0.009195417530535654
2020-11-06 00:00:00-05:00,38.540000915527344,38.61000061035156,37.060001373291016,37.13999938964844,411026,0.0,0.0,11,-0.04253677460519012
2020-11-09 00:00:00-05:00,37.34000015258789,41.33000183105469,37.15999984741211,40.290000915527344,622921,0.0,0.0,11,0.08481425895652728
2020-11-10 00:00:00-05:00,39.90999984741211,41.84000015258789,39.40999984741211,41.36000061035156,457045,0.0,0.0,11,0.026557450248452463
2020-11-11 00:00:00-05:00,41.790000915527344,43.060001373291016,41.31999969482422,41.45000076293945,443772,0.0,0.0,11,0.002176019131038487
2020-11-12 00:00:00-05:00,41.470001220703125,42.189998626708984,40.869998931884766,41.119998931884766,401031,0.0,0.0,11,-0.007961443304718707
2020-11-13 00:00:00-05:00,40.939998626708984,40.939998626708984,40.060001373291016,40.130001068115234,338187,0.0,0.0,11,-0.024075824160634363
2020-11-16 00:00:00-05:00,40.16999816894531,42.09000015258789,40.150001525878906,41.34000015258789,378785,0.0,0.0,11,0.03015198236398864
2020-11-17 00:00:00-05:00,41.439998626708984,41.689998626708984,40.56999969482422,41.43000030517578,243677,0.0,0.0,11,0.0021770718978155745
2020-11-18 00:00:00-05:00,41.349998474121094,42.459999084472656,41.08000183105469,41.81999969482422,107013,0.0,0.0,11,0.009413453699630203
2020-11-19 00:00:00-05:00,41.61000061035156,41.97999954223633,41.08000183105469,41.7400016784668,88144,0.0,0.0,11,-0.0019129128871639978
2020-11-20 00:00:00-05:00,41.70000076293945,42.31999969482422,41.5099983215332,42.150001525878906,276340,0.0,0.0,11,0.00982270797616236
2020-11-23 00:00:00-05:00,42.459999084472656,43.36000061035156,42.290000915527344,43.060001373291016,300717,0.0,0.0,11,0.02158955668965734
2020-11-24 00:00:00-05:00,42.84000015258789,45.20000076293945,42.81999969482422,44.90999984741211,418527,0.0,0.0,11,0.0429632702071534
2020-11-25 00:00:00-05:00,44.81999969482422,46.2599983215332,44.72999954223633,45.709999084472656,417182,0.0,0.0,11,0.01781338765928875
2020-11-27 00:00:00-05:00,45.900001525878906,46.09000015258789,44.54999923706055,45.529998779296875,365128,0.0,0.0,11,-0.0039378759304531386
2020-11-30 00:00:00-05:00,45.34000015258789,45.79999923706055,44.41999816894531,45.34000015258789,370755,0.0,0.0,11,-0.004173042648869529
2020-12-01 00:00:00-05:00,45.08000183105469,45.70000076293945,44.119998931884766,44.54999923706055,314919,0.0,0.0,12,-0.017423928382634846
2020-12-02 00:00:00-05:00,44.380001068115234,45.91999816894531,43.91999816894531,45.279998779296875,368854,0.0,0.0,12,0.016386073058090034
2020-12-03 00:00:00-05:00,44.9900016784668,45.84000015258789,44.65999984741211,45.63999938964844,350768,0.0,0.0,12,0.007950543729170034
2020-12-04 00:00:00-05:00,45.63999938964844,46.68000030517578,45.61000061035156,46.2599983215332,335453,0.0,0.0,12,0.013584551712886084
2020-12-07 00:00:00-05:00,46.150001525878906,46.540000915527344,45.36000061035156,45.7599983215332,348871,0.0,0.0,12,-0.01080847423566067
2020-12-08 00:00:00-05:00,45.65999984741211,45.93000030517578,45.13999938964844,45.599998474121094,332641,0.0,0.0,12,-0.0034965002902287434
2020-12-09 00:00:00-05:00,45.599998474121094,46.2400016784668,44.95000076293945,45.52000045776367,434976,0.0,0.0,12,-0.0017543425226828058
2020-12-10 00:00:00-05:00,45.689998626708984,47.7400016784668,45.52000045776367,46.779998779296875,447529,0.0,0.0,12,0.027680103446007465
2020-12-11 00:00:00-05:00,46.970001220703125,47.290000915527344,46.34000015258789,46.56999969482422,367305,0.0,0.0,12,-0.00448907845131441
2020-12-14 00:00:00-05:00,46.72999954223633,47.439998626708984,45.689998626708984,46.9900016784668,403543,0.0,0.0,12,0.009018724208607942
2020-12-15 00:00:00-05:00,46.9900016784668,47.72999954223633,46.540000915527344,47.619998931884766,311169,0.0,0.0,12,0.013407048966049828
2020-12-16 00:00:00-05:00,47.599998474121094,47.939998626708984,47.16999816894531,47.81999969482422,275331,0.0,0.0,12,0.004199932117292304
2020-12-17 00:00:00-05:00,47.849998474121094,48.59000015258789,47.810001373291016,48.36000061035156,96536,0.0,0.0,12,0.011292365515966019
2020-12-18 00:00:00-05:00,48.43000030517578,49.279998779296875,48.099998474121094,49.099998474121094,83711,0.0,0.0,12,0.01530185803205164
2020-12-21 00:00:00-05:00,48.540000915527344,48.61000061035156,46.18000030517578,47.7400016784668,478098,0.0,0.0,12,-0.027698509937247873
2020-12-22 00:00:00-05:00,47.93000030517578,47.959999084472656,46.599998474121094,47.02000045776367,295737,0.0,0.0,12,-0.015081717540615047
2020-12-23 00:00:00-05:00,46.790000915527344,48.5,46.15999984741211,48.119998931884766,344306,0.0,0.0,12,0.023394267618290998
2020-12-24 00:00:00-05:00,48.09000015258789,48.619998931884766,47.560001373291016,48.22999954223633,167390,0.0,0.0,12,0.0022859645218877844
2020-12-28 00:00:00-05:00,48.22999954223633,48.959999084472656,47.5,47.619998931884766,238462,0.0,0.0,12,-0.012647742403923634
2020-12-29 00:00:00-05:00,47.720001220703125,48.349998474121094,47.68000030517578,48.0,213778,0.0,0.0,12,0.007979863012151256
2020-12-30 00:00:00-05:00,48.130001068115234,48.65999984741211,47.61000061035156,48.400001525878906,266957,0.0,0.0,12,0.008333365122477288
2020-12-31 00:00:00-05:00,48.349998474121094,48.58000183105469,47.77000045776367,48.52000045776367,181894,0.0,0.0,12,0.0024793166963146263
2021-01-04 00:00:00-05:00,48.400001525878906,49.83000183105469,47.18000030517578,47.619998931884766,528525,0.0,0.0,1,-0.018549083210795736
2021-01-05 00:00:00-05:00,47.380001068115234,50.20000076293945,47.2400016784668,49.93000030517578,643191,0.0,0.0,1,0.048509059745994954
2021-01-06 00:00:00-05:00,49.81999969482422,50.939998626708984,49.47999954223633,50.630001068115234,509365,0.0,0.0,1,0.014019642672962185
2021-01-07 00:00:00-05:00,50.529998779296875,51.279998779296875,50.38999938964844,50.83000183105469,369292,0.0,0.0,1,0.003950242123644809
2021-01-08 00:00:00-05:00,50.93000030517578,52.75,50.810001373291016,52.2400016784668,499416,0.0,0.0,1,0.027739519902017173
