Date,AAPL,GOOGL,MSFT,AMZN,TSLA,JPM,JNJ,V,WMT,PG,SPY
2020-09-09 00:00:00-04:00,0.0398863801634414,0.0155094883027486,0.0425834556765691,0.0377066241814576,0.1092334943382573,0.0095074674148694,0.0165694357680046,0.0196880100167566,0.01040084452309,0.0162571992534363,
2020-09-10 00:00:00-04:00,-0.0326458275587688,-0.0136891031151715,-0.0280181818866531,-0.0286054510021445,0.0138145825877706,-0.0103102342808867,-0.0186370732441322,-0.0123490986061673,-0.0220173575171793,-0.0104958496191094,
2020-09-11 00:00:00-04:00,-0.0131286254208585,-0.0067428470035401,-0.0065247036138215,-0.0185473174294996,0.0037162634432792,0.0124210791271333,0.0059217797526294,-0.0042672562141266,-0.0008040337636787,0.010533854229167,
2020-09-14 00:00:00-04:00,0.0299997997137446,-0.004571893725067,0.0067636432899065,-0.004251985314208,0.1258317707423399,0.0138519124720735,0.0038567352706757,0.0214270093830246,0.004535416229332,0.0035471203444046,0.0131712986014669
2020-09-15 00:00:00-04:00,0.0015603810348501,0.0174239944801872,0.0164060061973425,0.0171320044076346,0.0718268514026634,-0.031131124397799,0.0036403736033054,0.0020001850122914,0.0002914362589947,0.0,0.0050521400178353
2020-09-16 00:00:00-04:00,-0.0295136833496074,-0.0150019223875402,-0.0178654567174226,-0.0247233443179839,-0.017787298462508,0.0042303219415962,-0.0032911408563371,-0.0012657822386397,-0.0080083214661099,-0.0067083209424059,-0.0039684416967719
2020-09-17 00:00:00-04:00,-0.0159635476250815,-0.0165666773970243,-0.0104365228395805,-0.0225366679892503,-0.0414931245294233,-0.0114341207212185,-0.0082883430512026,0.000682456662036,0.0031556460655897,-0.0013070361947954,-0.0087954793025951
2020-09-18 00:00:00-04:00,-0.0317201922445371,-0.0241756118226564,-0.0124194788325424,-0.0178879087810678,0.0442104184349159,-0.0021306125325128,0.0136574794715702,-0.0129583727251582,-0.0102418976276961,-0.0010910827107745,-0.0115125036450504
2020-09-21 00:00:00-04:00,0.0303258504329753,-0.0144372764770498,0.01072933407592,0.0018816131825081,0.016374511668703,-0.0309101654741472,-0.0273492524361899,-0.0254676990353311,0.0131567969907628,-0.0048043987129274,-0.0111295447854367
2020-09-22 00:00:00-04:00,0.0157156855033158,0.0207532932833443,0.0240938939469832,0.0569233598477991,-0.0559869468234628,-0.0109118741594033,-0.0061334268823995,0.0157506916608076,0.009046615943751,0.0091432611819561,0.0101845263370079
2020-09-23 00:00:00-04:00,-0.041945983166722,-0.0345454836056454,-0.0329283827374288,-0.0412688916514207,-0.1034109073848393,-0.0162298630702195,0.0015947588281923,-0.0258776818714291,-0.0167738823428811,-0.0119599438569157,-0.023191145044626
2020-09-24 00:00:00-04:00,0.0102686606069393,0.0095573572678053,0.012961944815341,0.0066436817881205,0.0195341463945935,-0.0008627151989908,0.00159215870367,0.0007679517939651,0.0052208334983545,0.0044754701368667,0.002665368602579
2020-09-25 00:00:00-04:00,0.0375162446459074,0.0113855857379829,0.0227865510335629,0.0249487430734429,0.0504138512137659,0.0087417568748657,0.0068433183297109,0.0088481660020154,0.0041695135486752,0.0051122659891678,0.0161669599291769
2020-09-28 00:00:00-04:00,0.0238690773159659,0.0136199172249007,0.0077950621904985,0.025498115680328,0.0340255940397897,0.0287790420894435,0.0099545731873069,0.015564058516492,-0.0001455031006549,0.0028340389572136,0.0166095497612213
2020-09-29 00:00:00-04:00,-0.00756794558213,0.0050458385407436,-0.0104087904726669,-0.0091901268055588,-0.0050569194155491,-0.0084233968203301,-0.0003402139938843,-0.0043930352174661,-0.000801456172388,-0.0054346680309482,-0.0054461902261232
2020-09-30 00:00:00-04:00,0.0150756629284409,-0.0002865838948437,0.0148124390918844,0.0012241460404771,0.023719120314277,0.0096487390481161,0.012376384392194,0.0026574427586845,0.020198563790087,0.0126039621348368,0.0075819914051906
2020-10-01 00:00:00-04:00,0.0084622627159129,0.0152157143687561,0.0101270149899796,0.0230347523173155,0.044637748768495,0.0072712831172823,-0.0104783378299709,0.0169025938452809,0.0226572292382098,0.001798741806289,0.0064199230116126
2020-10-02 00:00:00-04:00,-0.0322802829714391,-0.0217085165847,-0.029511536444324,-0.0298827380233387,-0.0737906918190171,0.0094874539839047,-0.0073309316578464,-0.00929404457875,-0.0180318934388444,-0.0080436860623563,-0.0094942636725087
